,Age,Subscription_Length_Months,Monthly_Bill,Total_Usage_GB,Churn,Gender_Female,Gender_Male,Location_Chicago,Location_Houston,Location_Los Angeles,Location_Miami,Location_New York
26367,49,21,99.63,67,1,0,1,0,0,1,0,0
26368,55,3,93.64,433,0,0,1,0,0,0,0,1
26369,20,16,41.28,241,1,0,1,0,1,0,0,0
26370,59,6,33.3,136,1,0,1,0,0,0,1,0
26371,55,20,31.95,370,1,1,0,1,0,0,0,0
26372,49,11,83.31,410,0,1,0,0,0,0,1,0
26373,68,22,61.29,306,1,1,0,0,1,0,0,0
26374,23,2,61.49,144,1,0,1,0,1,0,0,0
26375,43,4,74.37,415,0,1,0,0,0,0,0,1
26376,21,4,34.51,280,1,0,1,1,0,0,0,0
26377,64,20,80.68,466,1,1,0,0,0,0,1,0
26378,45,13,60.59,291,1,1,0,1,0,0,0,0
26379,68,7,37.31,246,0,0,1,1,0,0,0,0
26380,25,2,96.03,291,1,0,1,0,0,0,1,0
26381,44,21,69.81,157,0,0,1,0,0,1,0,0
26382,56,17,88.33,149,0,1,0,1,0,0,0,0
26383,38,11,58.79,434,0,1,0,1,0,0,0,0
26384,53,1,68.97,389,1,1,0,0,0,0,0,1
26385,20,17,70.28,485,0,1,0,0,0,0,1,0
26386,24,17,92.53,221,0,0,1,0,0,0,1,0
26387,36,1,58.51,79,1,1,0,0,0,0,1,0
26388,25,18,84.59,75,1,1,0,1,0,0,0,0
26389,45,24,81.65,120,0,1,0,0,0,1,0,0
26390,64,14,76.07,196,0,0,1,1,0,0,0,0
26391,18,21,68.55,154,0,0,1,0,1,0,0,0
26392,69,3,38.06,236,0,1,0,1,0,0,0,0
26393,66,16,50.02,290,1,0,1,0,0,0,1,0
26394,67,21,95.88,325,1,0,1,0,0,0,1,0
26395,26,8,96.08,463,1,0,1,1,0,0,0,0
26396,22,8,90.68,475,0,0,1,0,0,0,1,0
26397,44,4,85.65,306,1,0,1,0,0,1,0,0
26398,39,5,56.21,488,0,0,1,0,1,0,0,0
26399,32,17,91.08,454,1,0,1,0,0,1,0,0
26400,47,20,99.15,264,1,1,0,0,1,0,0,0
26401,48,4,97.61,157,0,1,0,0,0,1,0,0
26402,57,18,81.88,439,0,0,1,0,1,0,0,0
26403,36,9,52.66,223,1,0,1,1,0,0,0,0
26404,18,1,60.02,275,0,1,0,0,0,0,1,0
26405,68,10,99.38,146,1,0,1,0,0,1,0,0
26406,41,19,70.17,189,1,1,0,0,1,0,0,0
26407,67,12,71.64,153,1,0,1,1,0,0,0,0
26408,45,21,92.04,84,1,0,1,1,0,0,0,0
26409,41,11,68.64,186,1,0,1,0,0,0,0,1
26410,23,10,67.1,158,0,0,1,1,0,0,0,0
26411,70,11,46.49,175,1,0,1,0,0,0,0,1
26412,34,6,90.51,205,1,0,1,0,0,1,0,0
26413,28,13,95.92,433,1,1,0,0,0,0,0,1
26414,28,15,87.52,322,0,0,1,0,0,0,0,1
26415,58,19,33.05,381,1,1,0,0,1,0,0,0
26416,29,12,53.24,120,0,0,1,0,1,0,0,0
26417,28,3,71.16,65,0,1,0,1,0,0,0,0
26418,49,18,98.01,374,0,0,1,0,0,0,0,1
26419,34,5,95.03,284,1,1,0,0,0,0,0,1
26420,38,15,30.36,497,1,1,0,0,1,0,0,0
26421,59,6,59.05,287,0,1,0,0,0,0,1,0
26422,37,24,41.37,285,1,1,0,0,0,0,0,1
26423,60,1,69.53,397,1,0,1,0,0,1,0,0
26424,67,6,62.33,154,0,0,1,0,0,1,0,0
26425,39,10,98.51,311,0,1,0,0,0,0,0,1
26426,26,20,52.11,162,0,1,0,1,0,0,0,0
26427,70,19,67.13,276,1,0,1,0,1,0,0,0
26428,26,18,91.77,419,0,1,0,0,0,1,0,0
26429,25,24,93.03,60,0,1,0,0,0,0,0,1
26430,43,5,72.68,328,0,0,1,0,0,0,1,0
26431,61,13,35.08,365,1,0,1,1,0,0,0,0
26432,51,21,46.36,126,0,1,0,0,0,0,0,1
26433,29,16,82.53,424,0,1,0,1,0,0,0,0
26434,69,9,86.88,338,1,0,1,0,1,0,0,0
26435,70,18,88.26,351,1,0,1,1,0,0,0,0
26436,59,11,88.49,78,1,0,1,0,0,0,1,0
26437,37,20,91.03,394,1,1,0,0,0,0,0,1
26438,45,1,87.3,158,1,0,1,0,0,1,0,0
26439,33,21,30.58,178,1,0,1,0,0,0,0,1
26440,68,3,49.25,136,0,1,0,0,0,0,0,1
26441,59,20,48.12,139,0,0,1,0,1,0,0,0
26442,70,20,39.44,297,1,1,0,0,0,0,0,1
26443,29,15,62.89,395,1,0,1,0,0,1,0,0
26444,25,22,96.0,61,1,1,0,0,1,0,0,0
26445,21,1,94.19,236,1,1,0,0,1,0,0,0
26446,23,12,91.65,104,0,1,0,0,0,1,0,0
26447,57,2,95.9,86,1,0,1,0,0,0,0,1
26448,31,22,86.35,355,1,0,1,0,0,0,0,1
26449,39,19,35.15,417,1,0,1,0,0,0,0,1
26450,28,16,36.09,463,1,1,0,1,0,0,0,0
26451,49,19,46.49,93,1,1,0,0,0,1,0,0
26452,60,14,35.42,209,0,0,1,0,1,0,0,0
26453,47,8,87.09,113,0,0,1,0,0,1,0,0
26454,60,5,99.88,68,0,0,1,0,1,0,0,0
26455,40,22,74.81,483,0,0,1,0,0,0,1,0
26456,18,20,54.7,161,1,1,0,0,0,0,1,0
26457,45,3,84.48,159,0,1,0,1,0,0,0,0
26458,37,6,86.19,457,0,0,1,0,0,1,0,0
26459,65,18,49.98,139,0,1,0,0,1,0,0,0
26460,42,8,96.62,293,0,1,0,0,0,0,0,1
26461,58,11,89.49,172,0,1,0,1,0,0,0,0
26462,64,20,63.31,331,0,0,1,0,1,0,0,0
26463,57,1,52.66,101,1,0,1,0,0,0,1,0
26464,20,23,48.36,500,0,1,0,0,0,0,0,1
26465,27,7,77.18,150,0,0,1,0,0,0,0,1
26466,52,11,76.03,338,0,1,0,0,0,0,1,0
26467,63,17,66.33,170,0,0,1,0,0,0,1,0
26468,38,7,83.77,196,0,1,0,0,0,1,0,0
26469,70,9,71.12,240,1,1,0,0,0,1,0,0
26470,55,3,88.23,323,1,0,1,0,0,1,0,0
26471,51,7,88.01,305,0,0,1,0,0,1,0,0
26472,35,18,33.87,81,1,0,1,0,0,0,0,1
26473,29,16,64.81,352,0,1,0,0,0,0,1,0
26474,22,4,48.1,389,0,0,1,0,0,0,1,0
26475,59,9,57.93,177,0,1,0,0,1,0,0,0
26476,68,7,72.77,457,0,0,1,1,0,0,0,0
26477,43,17,42.05,108,0,1,0,0,0,1,0,0
26478,58,9,89.77,495,0,0,1,0,1,0,0,0
26479,55,6,78.01,300,0,1,0,0,0,1,0,0
26480,55,16,32.77,324,1,1,0,1,0,0,0,0
26481,34,7,43.98,115,0,1,0,0,0,1,0,0
26482,43,19,98.99,220,0,0,1,0,0,1,0,0
26483,56,8,73.85,318,1,1,0,0,0,1,0,0
26484,59,24,98.13,217,0,0,1,0,0,1,0,0
26485,68,6,61.05,378,1,1,0,0,0,0,0,1
26486,46,6,94.45,480,1,1,0,0,1,0,0,0
26487,58,3,51.44,108,0,1,0,0,0,0,1,0
26488,51,17,77.82,482,0,0,1,1,0,0,0,0
26489,53,19,48.0,78,1,1,0,0,0,1,0,0
26490,67,5,96.25,479,0,1,0,1,0,0,0,0
26491,61,24,88.58,216,0,0,1,1,0,0,0,0
26492,61,6,46.03,75,1,1,0,0,0,1,0,0
26493,67,22,81.63,261,1,1,0,0,0,0,0,1
26494,20,3,93.29,211,1,0,1,0,1,0,0,0
26495,55,8,53.87,168,1,0,1,0,1,0,0,0
26496,40,24,94.01,71,0,0,1,0,0,0,1,0
26497,55,11,75.9,228,1,1,0,0,0,1,0,0
26498,34,4,96.22,289,0,1,0,0,0,0,0,1
26499,33,18,31.73,233,1,0,1,0,0,1,0,0
26500,56,14,77.58,74,0,1,0,0,0,0,0,1
26501,27,6,65.77,442,1,0,1,0,0,0,1,0
26502,61,17,39.74,411,0,0,1,1,0,0,0,0
26503,20,22,81.33,316,0,1,0,0,0,0,1,0
26504,63,11,76.04,108,1,1,0,0,1,0,0,0
26505,65,4,66.74,459,1,0,1,0,0,0,1,0
26506,58,12,60.23,306,0,0,1,0,0,0,1,0
26507,67,20,50.7,94,1,1,0,0,1,0,0,0
26508,42,5,90.83,198,1,0,1,1,0,0,0,0
26509,39,19,77.64,299,1,1,0,0,0,0,0,1
26510,34,6,55.12,425,0,1,0,0,0,1,0,0
26511,37,22,72.29,159,0,1,0,0,0,1,0,0
26512,48,3,63.48,331,0,0,1,0,0,0,0,1
26513,51,7,53.45,383,1,0,1,0,0,1,0,0
26514,32,21,84.75,88,0,0,1,0,0,0,0,1
26515,41,3,35.53,349,0,0,1,0,1,0,0,0
26516,18,14,64.4,353,1,0,1,1,0,0,0,0
26517,19,2,66.99,421,0,1,0,0,1,0,0,0
26518,65,18,80.49,128,1,0,1,0,0,1,0,0
26519,34,3,46.59,177,1,1,0,0,0,1,0,0
26520,31,22,46.7,302,1,1,0,0,0,1,0,0
26521,24,9,89.77,307,1,0,1,0,1,0,0,0
26522,32,15,49.93,173,0,1,0,1,0,0,0,0
26523,55,2,86.6,370,0,1,0,0,0,0,1,0
26524,31,7,45.75,331,1,0,1,0,0,0,1,0
26525,39,5,67.17,159,0,1,0,0,1,0,0,0
26526,61,7,41.83,281,1,1,0,1,0,0,0,0
26527,52,1,37.07,444,0,0,1,0,1,0,0,0
26528,63,24,74.25,143,0,0,1,0,1,0,0,0
26529,27,15,53.97,183,0,0,1,1,0,0,0,0
26530,29,9,89.93,244,0,1,0,0,0,1,0,0
26531,30,13,50.96,310,1,0,1,0,1,0,0,0
26532,68,6,98.61,180,1,1,0,0,0,0,0,1
26533,36,14,70.71,323,1,0,1,1,0,0,0,0
26534,45,12,97.44,106,1,0,1,0,1,0,0,0
26535,51,13,53.7,255,1,1,0,0,0,0,0,1
26536,27,24,81.07,68,1,0,1,0,1,0,0,0
26537,34,22,65.43,135,0,0,1,0,0,1,0,0
26538,36,4,48.42,444,1,0,1,1,0,0,0,0
26539,55,21,86.89,231,1,0,1,1,0,0,0,0
26540,53,4,66.45,457,1,1,0,0,0,0,1,0
26541,65,12,67.67,412,0,0,1,1,0,0,0,0
26542,62,21,66.84,382,1,1,0,0,0,0,1,0
26543,32,9,61.12,348,0,1,0,0,0,0,1,0
26544,61,9,89.03,74,0,0,1,0,0,0,1,0
26545,20,15,53.2,371,1,0,1,0,1,0,0,0
26546,34,17,39.14,325,1,0,1,1,0,0,0,0
26547,52,10,82.77,103,0,1,0,1,0,0,0,0
26548,58,21,58.85,97,0,1,0,1,0,0,0,0
26549,59,23,99.17,355,1,0,1,0,0,0,1,0
26550,49,7,38.45,253,1,1,0,0,0,0,0,1
26551,30,1,31.84,367,1,0,1,0,0,0,1,0
26552,50,7,70.93,421,1,0,1,0,0,0,0,1
26553,61,10,56.11,186,1,0,1,0,0,0,0,1
26554,46,15,94.37,410,1,0,1,0,1,0,0,0
26555,69,9,36.86,232,1,0,1,0,1,0,0,0
26556,32,7,89.35,140,1,1,0,0,0,0,1,0
26557,67,2,98.69,90,1,1,0,0,0,1,0,0
26558,50,6,99.24,70,1,1,0,0,0,0,0,1
26559,45,16,75.87,433,0,0,1,0,0,1,0,0
26560,19,1,33.93,228,0,0,1,0,1,0,0,0
26561,70,15,92.38,480,0,1,0,0,0,0,0,1
26562,56,16,35.01,437,0,0,1,0,0,0,1,0
26563,28,19,86.95,353,0,0,1,0,1,0,0,0
26564,62,8,62.52,442,0,1,0,0,0,1,0,0
26565,41,2,80.66,325,1,1,0,0,1,0,0,0
26566,23,16,64.45,374,1,1,0,0,0,0,0,1
26567,36,13,69.41,466,0,0,1,1,0,0,0,0
26568,50,18,70.31,176,0,0,1,0,0,0,1,0
26569,70,24,43.79,439,0,0,1,1,0,0,0,0
26570,29,19,49.13,74,1,1,0,0,0,1,0,0
26571,40,22,83.68,149,0,0,1,0,0,0,0,1
26572,20,23,48.58,106,1,1,0,1,0,0,0,0
26573,21,5,49.15,395,1,0,1,0,0,0,1,0
26574,23,2,66.64,217,0,1,0,0,1,0,0,0
26575,46,10,46.55,172,0,1,0,0,0,0,0,1
26576,53,22,86.42,451,0,1,0,1,0,0,0,0
26577,39,20,59.86,450,1,1,0,0,1,0,0,0
26578,30,7,86.95,288,1,1,0,0,1,0,0,0
26579,49,17,42.4,209,0,1,0,1,0,0,0,0
26580,33,17,53.47,285,1,1,0,1,0,0,0,0
26581,41,9,65.43,364,1,1,0,0,0,0,0,1
26582,42,2,30.38,133,0,1,0,0,0,0,1,0
26583,31,12,91.67,386,1,1,0,1,0,0,0,0
26584,35,24,33.76,144,1,0,1,1,0,0,0,0
26585,25,17,42.72,375,0,0,1,1,0,0,0,0
26586,25,14,83.39,439,0,1,0,0,1,0,0,0
26587,35,23,90.65,108,0,1,0,0,0,0,1,0
26588,40,6,95.65,209,1,1,0,0,0,0,1,0
26589,43,19,37.88,479,1,1,0,0,1,0,0,0
26590,65,5,80.31,234,1,1,0,0,0,0,1,0
26591,46,18,90.51,454,0,0,1,0,0,0,0,1
26592,50,22,58.26,304,1,0,1,0,0,0,0,1
26593,19,17,66.69,98,0,0,1,0,0,0,0,1
26594,41,21,43.57,240,0,0,1,0,0,1,0,0
26595,42,1,61.68,246,1,1,0,0,0,1,0,0
26596,39,13,71.52,426,1,0,1,0,1,0,0,0
26597,49,17,88.25,417,1,1,0,0,1,0,0,0
26598,47,13,43.96,399,0,0,1,1,0,0,0,0
26599,23,2,41.56,389,1,0,1,0,0,0,1,0
26600,23,3,84.63,218,1,1,0,1,0,0,0,0
26601,58,22,63.61,81,0,0,1,1,0,0,0,0
26602,68,14,51.73,80,0,0,1,1,0,0,0,0
26603,44,13,99.17,197,0,1,0,1,0,0,0,0
26604,40,12,82.06,202,0,1,0,0,0,0,1,0
26605,53,14,48.89,230,1,0,1,0,0,0,1,0
26606,30,24,75.99,459,1,0,1,0,0,0,1,0
26607,30,4,93.96,283,0,0,1,1,0,0,0,0
26608,36,15,66.99,349,0,1,0,0,0,0,1,0
26609,22,9,42.87,317,1,0,1,0,0,0,0,1
26610,67,15,50.12,54,0,1,0,0,0,0,0,1
26611,20,10,63.62,384,0,0,1,0,1,0,0,0
26612,68,2,53.31,136,1,1,0,0,0,0,0,1
26613,41,10,31.94,90,1,1,0,1,0,0,0,0
26614,45,22,63.38,177,0,1,0,0,0,1,0,0
26615,18,18,38.02,72,0,1,0,1,0,0,0,0
26616,28,14,83.33,406,0,1,0,0,0,1,0,0
26617,65,4,60.47,435,0,0,1,1,0,0,0,0
26618,33,22,75.84,202,1,1,0,0,0,0,1,0
26619,52,9,37.96,274,0,1,0,0,0,0,0,1
26620,42,3,86.67,61,0,0,1,0,0,1,0,0
26621,36,4,32.32,414,0,1,0,0,0,1,0,0
26622,57,6,75.8,462,1,0,1,1,0,0,0,0
26623,47,7,30.18,260,1,1,0,0,0,1,0,0
26624,62,17,58.39,489,1,1,0,0,1,0,0,0
26625,41,17,57.43,156,0,1,0,0,1,0,0,0
26626,55,16,50.08,328,1,1,0,0,0,1,0,0
26627,35,16,44.38,340,1,0,1,0,0,1,0,0
26628,57,17,90.93,211,1,0,1,0,0,1,0,0
26629,52,8,55.35,430,0,1,0,0,0,0,1,0
26630,21,4,79.51,114,1,0,1,0,0,0,0,1
26631,49,14,44.53,322,1,1,0,0,0,0,0,1
26632,55,19,90.59,468,1,0,1,0,1,0,0,0
26633,25,2,31.47,253,1,1,0,0,0,1,0,0
26634,59,7,78.82,189,0,1,0,0,0,1,0,0
26635,68,21,32.47,465,1,1,0,1,0,0,0,0
26636,66,16,38.84,338,0,1,0,0,0,0,0,1
26637,43,23,81.93,357,1,0,1,0,0,0,1,0
26638,33,24,70.1,318,0,0,1,0,1,0,0,0
26639,49,15,77.99,443,0,1,0,0,0,1,0,0
26640,19,20,39.93,145,1,1,0,0,1,0,0,0
26641,50,15,84.17,256,0,1,0,0,1,0,0,0
26642,61,18,95.27,313,0,0,1,0,0,1,0,0
26643,65,13,79.34,238,0,0,1,1,0,0,0,0
26644,60,24,67.51,109,1,0,1,0,0,0,0,1
26645,61,14,74.22,450,1,0,1,0,0,0,0,1
26646,27,14,35.61,120,1,0,1,1,0,0,0,0
26647,23,3,65.45,108,1,0,1,0,0,0,1,0
26648,63,24,81.58,327,0,1,0,1,0,0,0,0
26649,46,20,69.22,343,1,0,1,0,1,0,0,0
26650,18,5,32.87,340,0,1,0,1,0,0,0,0
26651,19,19,60.75,173,0,1,0,1,0,0,0,0
26652,67,24,78.67,95,1,1,0,0,0,1,0,0
26653,32,13,42.76,290,1,0,1,1,0,0,0,0
26654,55,20,64.92,410,0,0,1,0,0,0,1,0
26655,59,9,34.53,158,0,0,1,1,0,0,0,0
26656,43,3,84.95,134,1,0,1,0,1,0,0,0
26657,33,2,88.49,257,0,1,0,0,0,0,0,1
26658,62,11,49.43,226,1,0,1,0,1,0,0,0
26659,61,24,32.0,491,0,0,1,0,0,0,0,1
26660,34,13,69.83,327,1,1,0,0,0,0,0,1
26661,28,3,48.4,290,0,0,1,0,0,0,0,1
26662,27,21,43.4,477,0,1,0,0,0,0,0,1
26663,44,10,35.32,332,1,1,0,1,0,0,0,0
26664,59,9,32.48,249,1,0,1,0,1,0,0,0
26665,25,23,66.94,285,1,0,1,0,1,0,0,0
26666,25,16,78.39,225,0,1,0,0,0,1,0,0
26667,62,5,86.37,391,1,0,1,0,1,0,0,0
26668,57,22,43.79,337,1,1,0,1,0,0,0,0
26669,51,22,97.24,274,1,0,1,0,0,1,0,0
26670,66,1,98.99,321,0,0,1,1,0,0,0,0
26671,66,3,90.35,288,1,1,0,0,0,0,0,1
26672,27,5,60.21,494,1,1,0,0,0,1,0,0
26673,37,23,61.82,389,1,1,0,0,0,1,0,0
26674,18,21,89.33,238,1,1,0,0,0,0,0,1
26675,31,13,72.52,221,1,0,1,0,0,0,1,0
26676,21,16,88.16,443,0,0,1,0,1,0,0,0
26677,46,12,39.42,335,0,0,1,0,0,1,0,0
26678,49,22,78.34,137,1,0,1,1,0,0,0,0
26679,18,18,46.49,95,0,0,1,0,0,1,0,0
26680,43,23,51.88,336,0,0,1,0,0,0,0,1
26681,63,4,83.96,488,0,1,0,0,0,0,0,1
26682,39,1,54.36,368,1,1,0,0,0,0,1,0
26683,23,24,82.11,206,0,1,0,0,1,0,0,0
26684,69,3,72.81,143,0,0,1,0,0,1,0,0
26685,33,4,94.91,404,1,1,0,0,0,0,1,0
26686,37,11,54.18,229,0,1,0,0,0,0,0,1
26687,22,13,94.87,293,1,0,1,0,1,0,0,0
26688,41,14,33.45,248,1,0,1,0,1,0,0,0
26689,53,7,51.14,91,0,1,0,0,0,0,1,0
26690,33,22,48.52,72,0,1,0,0,1,0,0,0
26691,48,13,81.7,248,0,1,0,0,0,0,1,0
26692,54,8,97.82,286,0,0,1,1,0,0,0,0
26693,33,20,43.71,79,0,1,0,0,0,0,0,1
26694,51,23,63.3,213,1,1,0,0,0,1,0,0
26695,29,3,72.97,282,1,0,1,0,0,1,0,0
26696,34,10,86.78,162,0,1,0,0,0,0,1,0
26697,54,14,70.5,150,0,0,1,0,0,0,0,1
26698,35,23,72.82,231,0,1,0,0,0,0,0,1
26699,23,8,45.84,295,0,1,0,1,0,0,0,0
26700,36,8,47.69,178,0,0,1,1,0,0,0,0
26701,49,15,70.71,475,1,0,1,0,0,0,1,0
26702,27,9,95.78,156,1,0,1,0,0,0,1,0
26703,61,9,40.83,223,0,0,1,1,0,0,0,0
26704,22,18,89.95,132,1,1,0,0,0,0,1,0
26705,64,8,59.83,206,1,1,0,0,1,0,0,0
26706,27,11,84.88,274,0,0,1,0,0,0,0,1
26707,41,18,76.85,333,1,0,1,0,0,1,0,0
26708,59,10,63.01,155,0,1,0,1,0,0,0,0
26709,54,10,94.93,488,0,0,1,0,0,1,0,0
26710,21,24,34.57,237,0,0,1,0,0,0,0,1
26711,30,7,87.11,51,1,1,0,0,0,0,0,1
26712,38,10,73.94,466,1,0,1,0,0,0,1,0
26713,26,15,91.24,431,1,0,1,1,0,0,0,0
26714,40,19,81.41,412,1,0,1,0,0,1,0,0
26715,56,9,44.87,203,0,1,0,0,1,0,0,0
26716,58,11,85.58,56,0,0,1,0,0,0,0,1
26717,28,24,82.89,488,1,1,0,1,0,0,0,0
26718,30,24,70.75,149,0,1,0,0,0,0,0,1
26719,24,19,93.93,285,0,0,1,0,0,0,1,0
26720,35,10,75.04,184,0,1,0,0,1,0,0,0
26721,38,14,31.59,336,1,1,0,0,0,0,0,1
26722,70,14,58.09,457,0,0,1,0,0,0,0,1
26723,63,21,37.79,302,1,1,0,1,0,0,0,0
26724,52,21,59.49,495,0,1,0,1,0,0,0,0
26725,24,12,43.58,108,1,0,1,0,0,0,0,1
26726,27,20,78.11,261,0,0,1,0,1,0,0,0
26727,20,23,54.09,279,1,0,1,0,1,0,0,0
26728,51,10,81.77,193,1,1,0,0,0,1,0,0
26729,35,7,40.5,172,0,1,0,0,0,0,0,1
26730,22,18,90.06,140,0,0,1,0,0,0,1,0
26731,24,16,50.87,423,0,0,1,0,0,0,1,0
26732,41,22,52.4,213,1,0,1,0,0,1,0,0
26733,65,23,61.91,412,1,0,1,0,1,0,0,0
26734,53,1,41.43,134,1,0,1,0,0,1,0,0
26735,21,17,75.48,178,1,1,0,0,0,0,0,1
26736,30,11,50.21,430,1,1,0,0,0,0,0,1
26737,33,20,86.92,51,0,0,1,0,0,1,0,0
26738,51,21,84.57,102,0,1,0,0,1,0,0,0
26739,24,3,50.95,256,0,0,1,0,0,0,0,1
26740,42,1,34.13,106,0,0,1,0,0,0,0,1
26741,57,12,71.19,405,1,1,0,0,1,0,0,0
26742,47,24,58.56,154,0,1,0,1,0,0,0,0
26743,38,7,85.16,58,1,1,0,1,0,0,0,0
26744,48,13,32.34,82,1,0,1,0,0,1,0,0
26745,46,8,92.83,85,1,0,1,1,0,0,0,0
26746,31,15,64.31,312,0,0,1,1,0,0,0,0
26747,37,18,44.03,195,1,0,1,0,0,0,1,0
26748,21,14,69.3,66,1,1,0,0,0,1,0,0
26749,49,22,91.47,468,0,0,1,0,0,1,0,0
26750,62,14,70.28,462,1,1,0,0,0,1,0,0
26751,23,12,31.08,187,0,0,1,0,1,0,0,0
26752,19,7,90.38,370,1,1,0,0,0,0,1,0
26753,24,22,66.02,138,1,0,1,0,0,1,0,0
26754,27,16,82.31,244,1,1,0,0,1,0,0,0
26755,25,23,34.18,159,1,0,1,0,1,0,0,0
26756,63,22,97.91,119,1,1,0,0,0,0,1,0
26757,55,23,83.62,474,0,1,0,0,0,0,0,1
26758,44,12,51.91,274,1,1,0,1,0,0,0,0
26759,20,20,64.97,171,1,0,1,0,0,0,0,1
26760,31,6,69.42,269,0,1,0,0,0,0,0,1
26761,29,13,44.69,307,1,1,0,0,0,0,1,0
26762,49,8,46.95,367,1,0,1,0,0,0,0,1
26763,60,6,96.36,305,0,1,0,0,1,0,0,0
26764,45,4,77.41,270,0,0,1,0,0,0,0,1
26765,22,1,85.39,385,0,0,1,0,1,0,0,0
26766,63,15,61.36,131,0,1,0,0,0,1,0,0
26767,25,5,53.89,246,0,1,0,0,0,0,1,0
26768,22,15,32.25,154,1,0,1,0,1,0,0,0
26769,45,15,80.1,437,0,1,0,0,0,0,0,1
26770,47,11,58.46,232,1,0,1,0,0,0,1,0
26771,31,17,96.83,212,1,1,0,0,0,0,0,1
26772,51,22,93.68,480,1,1,0,0,0,0,1,0
26773,31,21,58.62,235,1,0,1,0,1,0,0,0
26774,51,19,91.57,463,1,0,1,0,1,0,0,0
26775,19,3,99.9,169,0,1,0,0,0,1,0,0
26776,43,22,34.02,202,0,0,1,0,1,0,0,0
26777,41,23,68.74,156,1,1,0,0,0,0,0,1
26778,54,22,30.04,233,1,1,0,1,0,0,0,0
26779,22,24,30.01,184,0,1,0,0,0,0,1,0
26780,63,6,69.52,283,0,1,0,1,0,0,0,0
26781,33,10,43.98,193,1,1,0,0,0,1,0,0
26782,62,23,60.33,447,0,1,0,0,0,1,0,0
26783,56,24,50.21,493,0,0,1,1,0,0,0,0
26784,34,7,36.72,98,1,1,0,1,0,0,0,0
26785,24,12,92.21,191,0,0,1,1,0,0,0,0
26786,18,5,38.51,474,1,1,0,0,1,0,0,0
26787,62,10,97.67,261,1,1,0,1,0,0,0,0
26788,67,15,64.95,432,0,1,0,0,0,0,1,0
26789,52,11,85.42,302,1,0,1,0,0,0,0,1
26790,21,14,57.25,93,1,0,1,0,0,0,1,0
26791,66,3,39.06,284,0,0,1,1,0,0,0,0
26792,51,12,80.07,227,1,1,0,1,0,0,0,0
26793,50,8,84.19,306,0,1,0,0,0,1,0,0
26794,70,22,67.6,374,0,1,0,0,0,1,0,0
26795,33,1,67.26,200,0,0,1,1,0,0,0,0
26796,66,8,91.87,471,1,1,0,0,1,0,0,0
26797,67,23,63.57,363,1,0,1,0,1,0,0,0
26798,57,7,77.38,137,1,0,1,0,0,0,1,0
26799,46,18,74.12,71,0,0,1,0,0,0,1,0
26800,44,14,31.14,351,1,1,0,0,0,1,0,0
26801,31,10,67.38,157,0,1,0,0,0,0,0,1
26802,52,6,47.25,296,1,1,0,0,0,1,0,0
26803,25,24,50.36,140,0,0,1,0,0,1,0,0
26804,39,4,87.36,320,1,1,0,0,1,0,0,0
26805,50,24,64.67,263,1,0,1,0,0,1,0,0
26806,24,9,94.72,177,1,0,1,0,1,0,0,0
26807,25,24,76.76,54,1,1,0,0,0,1,0,0
26808,56,3,82.7,430,0,0,1,0,0,0,1,0
26809,64,6,49.72,494,0,1,0,0,0,0,0,1
26810,30,22,68.41,449,1,0,1,0,0,0,0,1
26811,57,4,61.93,103,0,0,1,0,0,0,0,1
26812,61,17,56.81,387,0,0,1,0,0,0,1,0
26813,40,12,65.13,456,1,0,1,0,0,1,0,0
26814,22,5,83.46,389,0,0,1,0,0,1,0,0
26815,49,16,73.62,122,1,0,1,0,1,0,0,0
26816,58,2,46.06,327,0,0,1,1,0,0,0,0
26817,57,6,76.8,103,1,0,1,1,0,0,0,0
26818,41,9,56.4,368,1,0,1,0,1,0,0,0
26819,22,24,30.51,100,1,0,1,0,0,1,0,0
26820,20,7,45.3,334,1,0,1,0,0,0,1,0
26821,56,20,40.69,127,0,1,0,0,0,0,0,1
26822,59,18,89.35,369,1,1,0,1,0,0,0,0
26823,21,16,60.08,151,0,1,0,1,0,0,0,0
26824,42,6,94.98,147,1,1,0,0,0,1,0,0
26825,39,3,67.43,459,0,1,0,0,0,0,1,0
26826,23,13,85.41,326,0,1,0,0,0,0,1,0
26827,61,19,34.91,112,1,1,0,0,1,0,0,0
26828,22,20,97.46,478,1,0,1,0,0,1,0,0
26829,41,4,43.39,291,0,1,0,0,0,0,0,1
26830,34,16,44.88,419,0,1,0,0,0,0,1,0
26831,35,9,50.34,387,1,1,0,0,0,0,0,1
26832,20,22,39.73,403,1,0,1,0,0,0,1,0
26833,55,8,40.06,222,0,0,1,0,0,0,0,1
26834,63,11,60.14,443,0,0,1,0,0,0,0,1
26835,23,8,84.13,431,0,0,1,0,0,0,0,1
26836,35,19,59.57,74,0,0,1,0,0,1,0,0
26837,35,11,84.28,312,1,0,1,0,1,0,0,0
26838,59,21,59.52,137,1,1,0,0,0,0,0,1
26839,40,17,53.99,329,0,0,1,0,1,0,0,0
26840,55,8,83.84,450,0,1,0,0,0,0,1,0
26841,34,14,85.07,425,0,1,0,0,0,0,1,0
26842,62,4,33.73,158,1,0,1,0,0,1,0,0
26843,67,13,60.7,111,1,0,1,0,0,0,0,1
26844,59,2,89.07,243,1,1,0,0,1,0,0,0
26845,53,10,94.77,445,0,0,1,1,0,0,0,0
